STATE,COUNTY,STATION_ID,DIR,URB_RURAL,F_SYSTEM,ROUTE_SIGN,ROUTE_NUMBER,LAT,LONG,STATE_NAME,COUNTY_NAME,REPCTY
23.0,1,051604,8.0,R,5,4.0,117.0,44.2642,-70.276533,ME,Androscoggin County,11
23.0,1,051614,4.0,R,5,4.0,117.0,44.2642,-70.276533,ME,Androscoggin County,11
23.0,1,051614,8.0,R,5,4.0,117.0,44.2642,-70.27653,ME,Androscoggin County,11
23.0,29,031504,1.0,R,5,3.0,1.0,45.20028,-67.51672,ME,Washington County,3
23.0,29,031504,4.0,R,5,3.0,1.0,45.200283,-67.516717,ME,Washington County,3
23.0,29,031504,5.0,R,5,3.0,1.0,45.20028,-67.51672,ME,Washington County,3
23.0,29,031504,8.0,R,5,3.0,1.0,45.200283,-67.516717,ME,Washington County,3
23.0,29,052201,1.0,R,5,4.0,191.0,44.77843,-67.39966,ME,Washington County,3
23.0,29,052211,5.0,R,5,4.0,191.0,44.77843,-67.39966,ME,Washington County,3
23.0,29,080803,3.0,R,4,3.0,1.0,44.73911,-67.38987,ME,Washington County,3
23.0,29,080813,7.0,R,4,3.0,1.0,44.73911,-67.38987,ME,Washington County,3
23.0,17,032208,8.0,R,5,4.0,26.0,44.487733,-70.787417,ME,Oxford County,3
23.0,17,032218,4.0,R,5,4.0,26.0,44.487733,-70.787417,ME,Oxford County,3
23.0,17,034500,8.0,R,5,4.0,5.0,43.97735,-70.92598,ME,Oxford County,3
23.0,17,034510,4.0,R,5,4.0,5.0,43.97735,-70.92598,ME,Oxford County,3
23.0,17,041204,8.0,R,3,4.0,26.0,44.13516,-70.46609,ME,Oxford County,3
23.0,17,041214,4.0,R,3,4.0,26.0,44.13516,-70.46609,ME,Oxford County,3
23.0,17,059705,1.0,R,3,4.0,26.0,44.34722,-70.56248,ME,Oxford County,3
23.0,17,059715,5.0,R,3,4.0,26.0,44.34722,-70.56248,ME,Oxford County,3
23.0,17,062204,8.0,R,5,4.0,5.0,43.965244,-70.910794,ME,Oxford County,3
23.0,17,062214,4.0,R,5,4.0,5.0,43.965244,-70.910794,ME,Oxford County,3
23.0,17,074308,1.0,R,5,4.0,26.0,44.488767,-70.789233,ME,Oxford County,3
23.0,17,074308,8.0,R,5,4.0,26.0,44.48882,-70.78916,ME,Oxford County,3
23.0,17,074318,4.0,R,5,4.0,26.0,44.48882,-70.78916,ME,Oxford County,3
23.0,17,074318,5.0,R,5,4.0,26.0,44.488767,-70.789233,ME,Oxford County,3
23.0,17,074400,3.0,R,3,3.0,2.0,44.48808,-70.78482,ME,Oxford County,3
23.0,17,074410,7.0,R,3,3.0,2.0,44.48808,-70.78482,ME,Oxford County,3
23.0,7,034304,0.0,R,4,4.0,16.0,44.971833,-70.166167,ME,Franklin County,3
23.0,7,036907,3.0,R,3,3.0,2.0,44.59418,-70.2653,ME,Franklin County,3
23.0,7,036917,7.0,R,3,3.0,2.0,44.59418,-70.2653,ME,Franklin County,3
23.0,7,056304,4.0,R,3,3.0,2.0,44.58315,-70.33836,ME,Franklin County,3
23.0,7,056304,8.0,R,3,3.0,2.0,44.58315,-70.33836,ME,Franklin County,3
23.0,21,037400,3.0,R,4,4.0,6.0,45.16681,-69.41328,ME,Piscataquis County,3
23.0,21,037400,7.0,R,4,4.0,6.0,45.16681,-69.41328,ME,Piscataquis County,3
23.0,15,041601,1.0,R,4,4.0,27.0,43.91473,-69.6149,ME,Lincoln County,11
23.0,15,041611,5.0,R,4,4.0,27.0,43.91473,-69.6149,ME,Lincoln County,11
23.0,15,049402,2.0,R,3,3.0,1.0,44.08764,-69.47137,ME,Lincoln County,11
23.0,15,049412,6.0,R,3,3.0,1.0,44.08764,-69.47137,ME,Lincoln County,11
23.0,15,051906,2.0,R,3,3.0,1.0,43.98964,-69.6914,ME,Lincoln County,11
23.0,15,051906,6.0,R,3,3.0,1.0,43.98964,-69.6914,ME,Lincoln County,11
23.0,25,042504,8.0,R,3,3.0,201.0,45.07019,-69.8908,ME,Somerset County,3
23.0,25,042514,4.0,R,3,3.0,201.0,45.07019,-69.8908,ME,Somerset County,3
23.0,25,056204,4.0,R,3,3.0,201.0,44.73603,-69.65196,ME,Somerset County,3
23.0,25,056204,8.0,R,3,3.0,201.0,44.73603,-69.65196,ME,Somerset County,3
23.0,25,057300,1.0,R,4,4.0,27.0,44.93933,-70.14524,ME,Somerset County,3
23.0,25,057300,5.0,R,4,4.0,27.0,44.93933,-70.14524,ME,Somerset County,3
23.0,9.0,057501,1.0,R,5,4.0,182.0,44.53906,-68.31672,ME,Hancock County,3
23.0,9,057507,3.0,R,4,3.0,1.0,44.53879,-68.31752,ME,Hancock County,3
23.0,9.0,057511,1.0,R,5,4.0,182.0,44.539033,-68.31675,ME,Hancock County,3
23.0,9.0,057511,5.0,R,5,4.0,182.0,44.53906,-68.31672,ME,Hancock County,3
23.0,9,057517,7.0,R,4,3.0,1.0,44.53879,-68.31752,ME,Hancock County,3
23.0,9,078700,1.0,R,4,4.0,3.0,44.43202,-68.36834,ME,Hancock County,3
23.0,9,078710,5.0,R,4,4.0,3.0,44.43202,-68.36834,ME,Hancock County,3
23.0,9,830704,8.0,R,5,4.0,193.0,44.82897,-68.08343,ME,Hancock County,3
23.0,9,830707,3.0,R,3,4.0,9.0,44.829,-68.08731,ME,Hancock County,3
23.0,9,830707,7.0,R,3,4.0,9.0,44.829,-68.08731,ME,Hancock County,3
23.0,9,830714,4.0,R,5,4.0,193.0,44.82897,-68.08343,ME,Hancock County,3
23.0,3,070001,1.0,R,3,3.0,1.0,46.168896,-67.840609,ME,Aroostook County,3
23.0,3,070005,1.0,R,3,3.0,1.0,46.16285,-67.840633,ME,Aroostook County,3
23.0,3,070011,5.0,R,3,3.0,1.0,46.168896,-67.840609,ME,Aroostook County,3
23.0,3,070015,5.0,R,3,3.0,1.0,46.16285,-67.840633,ME,Aroostook County,3
23.0,3,074501,1.0,R,5,4.0,11.0,46.63754,-68.41771,ME,Aroostook County,3
23.0,3,074511,5.0,R,5,4.0,11.0,46.63754,-68.41771,ME,Aroostook County,3
23.0,3,074900,1.0,R,3,3.0,1.0,46.65566,-68.00573,ME,Aroostook County,3
23.0,3,074910,5.0,R,3,3.0,1.0,46.65566,-68.00573,ME,Aroostook County,3
26.0,3,022209,3.0,R,3,4.0,28.0,46.492906,-87.072705,MI,Alger County,149
26.0,3,022209,7.0,R,3,4.0,28.0,46.492906,-87.072705,MI,Alger County,149
26.0,5,037309,1.0,R,1,2.0,196.0,42.520536,-86.218218,MI,Allegan County,5
26.0,5,037319,1.0,R,1,2.0,196.0,42.437088,-86.247634,MI,Allegan County,5
26.0,5,037319,5.0,R,1,2.0,196.0,42.437088,-86.247634,MI,Allegan County,5
26.0,7,044029,1.0,U,3,3.0,23.0,45.009256,-83.464468,MI,Alpena County,55
26.0,7,044029,5.0,U,3,3.0,23.0,45.009256,-83.464468,MI,Alpena County,55
26.0,11,064229,3.0,R,3,3.0,23.0,44.061895,-83.637082,MI,Arenac County,5
26.0,11,064229,7.0,R,3,3.0,23.0,44.061892,-83.637094,MI,Arenac County,5
26.0,11,064249,2.0,R,3,3.0,23.0,44.034122,-83.883332,MI,Arenac County,5
26.0,11,064249,6.0,R,3,3.0,23.0,44.034122,-83.883332,MI,Arenac County,5
26.0,13,071019,1.0,R,3,3.0,141.0,46.495335,-88.51082,MI,Baraga County,149
26.0,13,071019,5.0,R,3,3.0,141.0,46.495335,-88.51082,MI,Baraga County,149
26.0,13,071369,1.0,R,3,3.0,41.0,46.892726,-88.477185,MI,Baraga County,149
26.0,13,071369,5.0,R,3,3.0,41.0,46.892726,-88.477185,MI,Baraga County,149
26.0,17,096429,1.0,R,1,2.0,75.0,43.645933,-83.981905,MI,Bay County,17
26.0,17,096429,5.0,R,1,2.0,75.0,43.645933,-83.981905,MI,Bay County,17
26.0,17,096479,3.0,R,2,3.0,10.0,43.596478,-84.035083,MI,Bay County,17
26.0,17,096479,7.0,R,2,3.0,10.0,43.596478,-84.035083,MI,Bay County,17
26.0,17,099669,3.0,U,3,4.0,25.0,43.59757,-83.899168,MI,Bay County,17
26.0,17,099669,7.0,U,3,4.0,25.0,43.59757,-83.899168,MI,Bay County,17
26.0,17,099689,3.0,U,3,4.0,13.0,43.580069,-83.903547,MI,Bay County,17
26.0,17,099689,7.0,U,3,4.0,13.0,43.580069,-83.903547,MI,Bay County,17
26.0,21,117139,1.0,R,2,3.0,31.0,41.773518,-86.323907,MI,Berrien County,21
26.0,21,117139,5.0,R,2,3.0,31.0,41.773518,-86.323907,MI,Berrien County,21
26.0,21,117179,3.0,R,1,2.0,94.0,42.144154,-86.354221,MI,Berrien County,21
26.0,21,117189,1.0,R,1,2.0,94.0,41.769077,-86.737941,MI,Berrien County,21
26.0,21,117189,5.0,R,1,2.0,94.0,41.769077,-86.737941,MI,Berrien County,21
26.0,23,127269,1.0,R,1,2.0,69.0,41.834656,-84.998235,MI,Branch County,5
26.0,23,127269,5.0,R,1,2.0,69.0,41.834656,-84.998235,MI,Branch County,5
26.0,25,137069,3.0,R,4,4.0,60.0,42.146498,-84.831773,MI,Calhoun County,21
26.0,25,137069,7.0,R,4,4.0,60.0,42.146498,-84.831773,MI,Calhoun County,21
26.0,25,137159,3.0,R,1,2.0,94.0,42.297387,-85.023477,MI,Calhoun County,21
26.0,25,137159,7.0,R,1,2.0,94.0,42.297387,-85.023477,MI,Calhoun County,21
26.0,25,137169,3.0,R,1.0,2.0,94.0,42.282893,-84.872587,MI,Calhoun County,21
26.0,25,137169,7.0,R,1.0,2.0,94.0,42.282893,-84.872587,MI,Calhoun County,21
26.0,25,139529,3.0,U,3,2.0,94.0,42.319805,-85.209545,MI,Calhoun County,21
26.0,25,139529,7.0,U,3,2.0,94.0,42.319805,-85.209545,MI,Calhoun County,21
26.0,31,164169,1.0,R,1,2.0,75.0,45.406445,-84.606511,MI,Cheboygan County,5
26.0,31,164189,1.0,R,1,2.0,75.0,45.394552,-84.606465,MI,Cheboygan County,5
26.0,31,164209,3.0,R,4,4.0,68.0,45.401865,-84.606927,MI,Cheboygan County,5
26.0,31,164209,7.0,R,4,4.0,68.0,45.401865,-84.606927,MI,Cheboygan County,5
26.0,33,172109,1.0,R,1,2.0,75.0,46.507522,-84.361009,MI,Chippewa County,145
26.0,33,172109,5.0,R,1,2.0,75.0,46.507522,-84.361009,MI,Chippewa County,145
26.0,33,172189,3.0,R,3,4.0,28.0,46.374313,-84.713554,MI,Chippewa County,145
26.0,33,172189,7.0,R,3,4.0,28.0,46.374313,-84.713554,MI,Chippewa County,145
26.0,35,183029,4.0,R,3,4.0,115.0,43.926405,-85.011945,MI,Clare County,5
26.0,35,183029,8.0,R,3,4.0,115.0,43.926405,-85.011945,MI,Clare County,5
26.0,35,183049,3.0,R,4,4.0,61.0,44.031055,-84.910904,MI,Clare County,5
26.0,35,183049,7.0,R,4,4.0,61.0,44.031055,-84.910904,MI,Clare County,5
26.0,35,183249,1.0,R,2.0,3.0,127.0,43.858293,-84.776857,MI,Clare County,5
26.0,35,183249,5.0,R,2.0,3.0,127.0,43.858293,-84.776857,MI,Clare County,5
26.0,37,195019,1.0,U,2,3.0,127.0,43.0243,-84.544072,MI,Clinton County,77
26.0,37,195019,5.0,U,2,3.0,127.0,43.0243,-84.544072,MI,Clinton County,77
26.0,37,195049,3.0,U,1,2.0,69.0,42.79842,-84.641694,MI,Clinton County,77
26.0,37,195049,7.0,U,1,2.0,69.0,42.79842,-84.641694,MI,Clinton County,77
26.0,37,195319,3.0,R,1,2.0,96.0,42.820736,-84.815421,MI,Clinton County,77
26.0,37,195319,7.0,R,1,2.0,96.0,42.820736,-84.815421,MI,Clinton County,77
26.0,41,211459,3.0,R,3,3.0,2.0,45.729805,-87.222112,MI,Delta County,149
26.0,41,211459,7.0,R,3,3.0,2.0,45.729805,-87.222112,MI,Delta County,149
26.0,41,212229,1.0,R,3,3.0,2.0,45.912371,-86.992369,MI,Delta County,149
26.0,41,212229,5.0,R,3,3.0,2.0,45.912371,-86.992369,MI,Delta County,149
26.0,43,221199,1.0,R,3,4.0,95.0,46.029142,-88.060026,MI,Dickinson County,55
26.0,43,221199,5.0,R,3,4.0,95.0,46.029142,-88.060026,MI,Dickinson County,55
26.0,43,221529,3.0,U,3,3.0,2.0,45.78481,-87.875391,MI,Dickinson County,55
26.0,43,221529,7.0,U,3,3.0,2.0,45.78481,-87.875391,MI,Dickinson County,55
26.0,45,238869,1.0,R,1,2.0,69.0,42.534278,-84.820753,MI,Eaton County,145
26.0,45,238869,5.0,R,1,2.0,69.0,42.534278,-84.820753,MI,Eaton County,145
26.0,45,239090,3.0,U,1,2.0,96.0,42.704773,-84.669704,MI,Eaton County,145
26.0,45,239090,7.0,U,1,2.0,96.0,42.704773,-84.669704,MI,Eaton County,145
26.0,49,256119,1.0,R,1,2.0,75.0,43.208603,-83.768874,MI,Genesee County,81
26.0,49,256119,5.0,R,1,2.0,75.0,43.208603,-83.768874,MI,Genesee County,81
26.0,49,256269,3.0,U,1,2.0,475.0,43.096367,-83.756064,MI,Genesee County,81
26.0,49,256269,7.0,U,1,2.0,475.0,43.096367,-83.756064,MI,Genesee County,81
26.0,49.0,256309,3.0,R,4.0,4.0,57.0,43.179097,-83.645969,MI,Genesee County,81
26.0,49.0,256309,7.0,R,4.0,4.0,57.0,43.179097,-83.645969,MI,Genesee County,81
26.0,49,256349,1.0,U,1.0,2.0,75.0,43.041057,-83.753456,MI,Genesee County,81
26.0,49,256349,5.0,U,1.0,2.0,75.0,43.041057,-83.753456,MI,Genesee County,81
26.0,49,256449,3.0,U,1,2.0,69.0,42.967257,-83.781988,MI,Genesee County,81
26.0,49,256449,7.0,U,1,2.0,69.0,42.967257,-83.781988,MI,Genesee County,81
26.0,49,736129,1.0,R,1,2.0,75.0,43.206349,-83.768868,MI,Genesee County,81
26.0,53,271009,3.0,U,3,3.0,2.0,46.465261,-90.192055,MI,Gogebic County,149
26.0,53,271009,7.0,U,3,3.0,2.0,46.465261,-90.192055,MI,Gogebic County,149
26.0,53,271039,3.0,R,3,3.0,2.0,46.480528,-89.979096,MI,Gogebic County,149
26.0,53,271039,7.0,R,3,3.0,2.0,46.480528,-89.979096,MI,Gogebic County,149
26.0,53,271209,3.0,R,3,3.0,2.0,46.263112,-89.177826,MI,Gogebic County,149
26.0,53,271209,7.0,R,3,3.0,2.0,46.263112,-89.177826,MI,Gogebic County,149
26.0,53,271249,1.0,R,3,3.0,45.0,46.263529,-89.178472,MI,Gogebic County,149
26.0,53,271249,5.0,R,3,3.0,45.0,46.263529,-89.178472,MI,Gogebic County,149
26.0,53,271289,1.0,R,3,3.0,45.0,46.261559,-89.178438,MI,Gogebic County,149
26.0,53,271289,5.0,R,3,3.0,45.0,46.261559,-89.178438,MI,Gogebic County,149
26.0,53,271309,1.0,R,3,3.0,45.0,46.16186,-89.205472,MI,Gogebic County,149
26.0,53,271309,5.0,R,3,3.0,45.0,46.16186,-89.205472,MI,Gogebic County,149
26.0,53,271329,3.0,R,3,3.0,2.0,46.263144,-89.178062,MI,Gogebic County,149
26.0,53,271329,7.0,R,3,3.0,2.0,46.263144,-89.178062,MI,Gogebic County,149
26.0,55,283039,3.0,R,3,4.0,72.0,44.772761,-85.44317,MI,Grand Traverse County,55
26.0,55,283039,7.0,R,3,4.0,72.0,44.772761,-85.44317,MI,Grand Traverse County,55
26.0,55,283129,1.0,U,3,4.0,37.0,44.653009,-85.656163,MI,Grand Traverse County,55
26.0,55,283129,5.0,U,3,4.0,37.0,44.653009,-85.656163,MI,Grand Traverse County,55
26.0,57,295169,3.0,R,4,4.0,57.0,43.175894,-84.610022,MI,Gratiot County,5
26.0,57,295169,7.0,R,4,4.0,57.0,43.175894,-84.610022,MI,Gratiot County,5
26.0,59,308129,3.0,R,3,3.0,12.0,41.992109,-84.642248,MI,Hillsdale County,149
26.0,59,308129,7.0,R,3,3.0,12.0,41.992109,-84.642248,MI,Hillsdale County,149
26.0,61,311359,1.0,U,3,4.0,26.0,47.100042,-88.60949,MI,Houghton County,149
26.0,61,311359,5.0,U,3,4.0,26.0,47.100042,-88.60949,MI,Houghton County,149
26.0,65,338029,1.0,U,2,3.0,127.0,42.545215,-84.443267,MI,Ingham County,81
26.0,65,338029,5.0,U,2,3.0,127.0,42.545215,-84.443267,MI,Ingham County,81
26.0,65,339020,1.0,U,3,2.0,96.0,42.717026,-84.546161,MI,Ingham County,81
26.0,65,339020,5.0,U,3,2.0,96.0,42.717026,-84.546161,MI,Ingham County,81
26.0,65,339029,3.0,U,1,2.0,496.0,42.725419,-84.526331,MI,Ingham County,81
26.0,65,339029,7.0,U,1,2.0,496.0,42.725419,-84.526331,MI,Ingham County,81
26.0,65,339040,3.0,U,3,4.0,43.0,42.741076,-84.595819,MI,Ingham County,81
26.0,65,339040,7.0,U,3,4.0,43.0,42.741076,-84.595819,MI,Ingham County,81
26.0,65,339049,1.0,U,2,3.0,127.0,42.74786,-84.507585,MI,Ingham County,81
26.0,65,339049,5.0,U,2,3.0,127.0,42.74786,-84.507585,MI,Ingham County,81
26.0,65.0,339169,3.0,U,3.0,4.0,43.0,42.73274,-84.475106,MI,Ingham County,81
26.0,65.0,339169,7.0,U,3.0,4.0,43.0,42.732898,-84.475056,MI,Ingham County,81
26.0,67,345299,3.0,R,1,2.0,96.0,42.879066,-85.056804,MI,Ionia County,5
26.0,71,361049,3.0,R,3,3.0,2.0,46.159727,-88.776997,MI,Iron County,149
26.0,71,361049,7.0,R,3,3.0,2.0,46.159727,-88.776997,MI,Iron County,149
26.0,75,387029,3.0,R,1,2.0,94.0,42.284688,-84.28328,MI,Jackson County,145
26.0,75,387029,7.0,R,1,2.0,94.0,42.284688,-84.28328,MI,Jackson County,145
26.0,75,387049,1.0,U,3,3.0,127.0,42.173382,-84.364643,MI,Jackson County,145
26.0,75,387049,5.0,U,3,3.0,127.0,42.173382,-84.364643,MI,Jackson County,145
26.0,77,397109,1.0,R,3,3.0,131.0,42.073571,-85.636407,MI,Kalamazoo County,77
26.0,77,397109,5.0,R,3,3.0,131.0,42.07367,-85.636652,MI,Kalamazoo County,77
26.0,77,397400,1.0,U,3,4.0,331.0,42.2862,-85.587206,MI,Kalamazoo County,77
26.0,77,397410,5.0,U,3,4.0,331.0,42.286197,-85.589559,MI,Kalamazoo County,77
26.0,77,397430,1.0,U,3,4.0,331.0,42.266903,-85.589642,MI,Kalamazoo County,77
26.0,77,397430,5.0,U,3,4.0,331.0,42.266903,-85.589642,MI,Kalamazoo County,77
26.0,77,397440,1.0,U,3,4.0,331.0,42.250849,-85.589659,MI,Kalamazoo County,77
26.0,77,397440,5.0,U,3,4.0,331.0,42.250849,-85.589659,MI,Kalamazoo County,77
26.0,77,399369,3.0,U,1,2.0,94.0,42.237698,-85.606057,MI,Kalamazoo County,77
26.0,77,399369,7.0,U,1,2.0,94.0,42.237698,-85.606057,MI,Kalamazoo County,77
26.0,79,403069,1.0,R,3,3.0,131.0,44.833387,-85.130771,MI,Kalkaska County,149
26.0,79,403069,5.0,R,3,3.0,131.0,44.833387,-85.130771,MI,Kalkaska County,149
26.0,79,403079,3.0,R,3,4.0,72.0,44.713463,-85.048108,MI,Kalkaska County,149
26.0,79,403079,7.0,R,3,4.0,72.0,44.713463,-85.048108,MI,Kalkaska County,149
26.0,81,415069,1.0,U,2,3.0,131.0,42.873231,-85.681156,MI,Kent County,81
26.0,81,415069,5.0,U,2,3.0,131.0,42.873231,-85.681156,MI,Kent County,81
26.0,81,415229,3.0,R,1,2.0,96.0,42.878378,-85.410151,MI,Kent County,81
26.0,81,415229,7.0,R,1,2.0,96.0,42.878378,-85.410151,MI,Kent County,81
26.0,81,419729,3.0,U,1,2.0,196.0,42.973418,-85.647182,MI,Kent County,81
26.0,81,419729,7.0,U,1,2.0,196.0,42.973418,-85.647182,MI,Kent County,81
26.0,81,419739,3.0,U,2,4.0,6.0,42.854289,-85.521204,MI,Kent County,81
26.0,81,419739,7.0,U,2,4.0,6.0,42.854289,-85.521204,MI,Kent County,81
26.0,81,419749,3.0,U,3,4.0,11.0,42.91288,-85.659325,MI,Kent County,81
26.0,81,419749,7.0,U,3,4.0,11.0,42.91288,-85.659325,MI,Kent County,81
26.0,81,419759,3.0,U,2,4.0,6.0,42.849836,-85.605761,MI,Kent County,81
26.0,81,419759,7.0,U,2,4.0,6.0,42.849836,-85.605761,MI,Kent County,81
26.0,81,419769,1.0,U,2,3.0,131.0,42.956173,-85.671225,MI,Kent County,81
26.0,81,419769,5.0,U,2,3.0,131.0,42.956173,-85.671225,MI,Kent County,81
26.0,85,433109,1.0,R,4,4.0,37.0,43.869293,-85.851578,MI,Lake County,85
26.0,85,433109,5.0,R,4,4.0,37.0,43.869293,-85.851578,MI,Lake County,85
26.0,93,478049,3.0,U,1.0,2.0,96.0,42.633698,-84.021155,MI,Livingston County,125
26.0,93,478049,7.0,U,1.0,2.0,96.0,42.633698,-84.021155,MI,Livingston County,125
26.0,93,478219,3.0,U,1,2.0,96.0,42.563845,-83.834519,MI,Livingston County,125
26.0,93,478219,7.0,U,1,2.0,96.0,42.563845,-83.834519,MI,Livingston County,125
26.0,93,478229,1.0,U,2,3.0,23.0,42.607167,-83.740721,MI,Livingston County,125
26.0,93,478509,1.0,U,2,3.0,23.0,42.653099,-83.756679,MI,Livingston County,125
26.0,95,482129,1.0,R,4,4.0,123.0,46.303888,-85.509464,MI,Luce County,149
26.0,95,482129,5.0,R,4,4.0,123.0,46.303888,-85.509464,MI,Luce County,149
26.0,97,492029,3.0,R,3,3.0,2.0,46.031423,-85.091339,MI,Mackinac County,17
26.0,97,492029,7.0,R,3,3.0,2.0,46.031423,-85.091339,MI,Mackinac County,17
26.0,97,492049,1.0,R,1,2.0,75.0,45.914042,-84.739946,MI,Mackinac County,17
26.0,97,492049,5.0,R,1,2.0,75.0,45.914042,-84.739946,MI,Mackinac County,17
26.0,97,492089,1.0,R,1,2.0,75.0,45.848205,-84.723409,MI,Mackinac County,17
26.0,99,509839,3.0,U,1,2.0,696.0,42.492447,-82.987029,MI,Macomb County,125
26.0,99,509839,7.0,U,1,2.0,696.0,42.492447,-82.987029,MI,Macomb County,125
26.0,99,509850,1.0,U,2,4.0,53.0,42.602395,-83.02343,MI,Macomb County,125
26.0,99,509850,5.0,U,2,4.0,53.0,42.602395,-83.02343,MI,Macomb County,125
26.0,103,521089,4.0,R,3,3.0,41.0,46.451535,-87.300939,MI,Marquette County,55
26.0,103,521089,8.0,R,3,3.0,41.0,46.451535,-87.300939,MI,Marquette County,55
26.0,103,521109,3.0,R,3,3.0,41.0,46.496029,-87.931469,MI,Marquette County,55
26.0,103,521109,7.0,R,3,3.0,41.0,46.496029,-87.931469,MI,Marquette County,55
26.0,103,521149,3.0,R,3,3.0,41.0,46.497645,-87.916212,MI,Marquette County,55
26.0,103,521149,7.0,R,3,3.0,41.0,46.497645,-87.916212,MI,Marquette County,55
26.0,103,521189,1.0,R,3,4.0,95.0,46.496877,-87.919989,MI,Marquette County,55
26.0,103,521189,5.0,R,3,4.0,95.0,46.496877,-87.919989,MI,Marquette County,55
26.0,105,533269,3.0,R,3,3.0,10.0,43.946021,-86.066832,MI,Mason County,21
26.0,105,533269,7.0,R,3,3.0,10.0,43.946021,-86.066832,MI,Mason County,21
26.0,107,545309,1.0,U,2,3.0,131.0,43.692749,-85.523274,MI,Mecosta County,5
26.0,109,551069,1.0,R,3,3.0,41.0,45.55707,-87.570179,MI,Menominee County,149
26.0,109,551069,5.0,R,3,3.0,41.0,45.55707,-87.570179,MI,Menominee County,149
26.0,109,551349,3.0,R,3,3.0,2.0,45.692267,-87.519687,MI,Menominee County,149
26.0,109,551349,7.0,R,3,3.0,2.0,45.692267,-87.519687,MI,Menominee County,149
26.0,109,551389,1.0,R,3,3.0,41.0,45.691844,-87.520946,MI,Menominee County,149
26.0,109,551389,6.0,R,3,3.0,41.0,45.691844,-87.520946,MI,Menominee County,149
26.0,109,551429,4.0,R,3,3.0,2.0,45.692392,-87.520754,MI,Menominee County,149
26.0,109,551429,8.0,R,3,3.0,2.0,45.692392,-87.520754,MI,Menominee County,149
26.0,109,551449,3.0,R,3,3.0,2.0,45.705226,-87.417452,MI,Menominee County,149
26.0,109,551449,7.0,R,3,3.0,2.0,45.705226,-87.417452,MI,Menominee County,149
26.0,115,588169,1.0,R,3,3.0,24.0,41.838091,-83.483239,MI,Monroe County,163
26.0,115,588169,5.0,R,3,3.0,24.0,41.838091,-83.483239,MI,Monroe County,163
26.0,115,588249,1.0,R,1,2.0,75.0,41.801375,-83.456497,MI,Monroe County,163
26.0,115,588249,5.0,R,1,2.0,75.0,41.801375,-83.456497,MI,Monroe County,163
26.0,115,588429,1.0,U,3,3.0,24.0,41.80806,-83.500097,MI,Monroe County,163
26.0,115,588429,5.0,U,3,3.0,24.0,41.80806,-83.500097,MI,Monroe County,163
26.0,115,588689,1.0,R,2,3.0,23.0,41.8319,-83.677873,MI,Monroe County,163
26.0,115,588729,1.0,R,2,3.0,23.0,41.762403,-83.694656,MI,Monroe County,163
26.0,115,588729,5.0,R,2,3.0,23.0,41.762403,-83.694656,MI,Monroe County,163
26.0,115,588739,1.0,R,2,3.0,23.0,41.754309,-83.694337,MI,Monroe County,163
26.0,117,595249,1.0,R,2,3.0,131.0,43.439436,-85.49225,MI,Montcalm County,5
26.0,117,595249,5.0,R,2,3.0,131.0,43.439436,-85.49225,MI,Montcalm County,5
26.0,119,604329,3.0,R,3,4.0,32.0,45.00789,-84.10362,MI,Montmorency County,149
26.0,119,604329,7.0,R,3,4.0,32.0,45.00789,-84.10362,MI,Montmorency County,149
26.0,121,615289,1.0,U,2,3.0,31.0,43.197753,-86.204921,MI,Muskegon County,121
26.0,121,615289,5.0,U,2,3.0,31.0,43.197753,-86.204921,MI,Muskegon County,121
26.0,125,638209,3.0,U,1,2.0,96.0,42.513259,-83.595988,MI,Oakland County,125
26.0,125,638209,7.0,U,1,2.0,96.0,42.513259,-83.595988,MI,Oakland County,125
26.0,125,638409,3.0,U,2,4.0,59.0,42.624829,-83.118017,MI,Oakland County,125
26.0,125,638409,7.0,U,2,4.0,59.0,42.624829,-83.118017,MI,Oakland County,125
26.0,125,638459,1.0,U,3,3.0,24.0,42.481767,-83.285317,MI,Oakland County,125
26.0,125,638459,5.0,U,3,3.0,24.0,42.481767,-83.285317,MI,Oakland County,125
26.0,125,638470,1.0,U,3,3.0,24.0,42.593699,-83.281432,MI,Oakland County,125
26.0,125,638470,5.0,U,3,3.0,24.0,42.593699,-83.281432,MI,Oakland County,125
26.0,125.0,638480,1.0,U,3.0,3.0,24.0,42.611662,-83.30513,MI,Oakland County,125
26.0,125.0,638480,5.0,U,3.0,3.0,24.0,42.611662,-83.30513,MI,Oakland County,125
26.0,125,638489,3.0,U,3,4.0,59.0,42.647002,-83.362923,MI,Oakland County,125
26.0,125,638489,7.0,U,3,4.0,59.0,42.647002,-83.362923,MI,Oakland County,125
26.0,125,639829,3.0,U,1,2.0,696.0,42.481883,-83.207561,MI,Oakland County,125
26.0,125,639829,7.0,U,1,2.0,696.0,42.481883,-83.207561,MI,Oakland County,125
26.0,125,639979,1.0,U,1,2.0,75.0,42.576804,-83.158989,MI,Oakland County,125
26.0,125,639979,5.0,U,1,2.0,75.0,42.576804,-83.158989,MI,Oakland County,125
26.0,125,639989,1.0,U,1,2.0,75.0,42.497968,-83.117198,MI,Oakland County,125
26.0,125,639989,5.0,U,1,2.0,75.0,42.497968,-83.117198,MI,Oakland County,125
26.0,127,645269,1.0,R,2,3.0,31.0,43.783604,-86.401647,MI,Oceana County,5
26.0,127,645269,5.0,R,2,3.0,31.0,43.783604,-86.401647,MI,Oceana County,5
