,index,measurement_tstamp,travel_time_all,speed_all,travel_time_pass,speed_pass,travel_time_truck,speed_truck,year,month,day,hour,weekday,dow,peaking,tmc,road,direction,start_latitude,start_longitude,end_latitude,end_longitude,tmc_length,road_order,f_system,faciltype,thrulanes,route_numb,route_sign,aadt,aadt_singl,aadt_combi,nhs,isprimary,active_start_date,active_end_date,dir_num,urban_rural,state,county,COUNTY_ID,repcty,PCT_TYPE10,PCT_TYPE25,PCT_TYPE40,PCT_TYPE50,PCT_TYPE60,PCT_NOISE_AUTO,PCT_NOISE_MED_TRUCK,PCT_NOISE_HVY_TRUCK,PCT_NOISE_BUS,PCT_NOISE_MC,tier,VOLUME_MODIFIER,tier_volume,dayid,monthid,hourid,roadtypeid,avgspeedbinid,avgspeedbinid_pass,avgspeedbinid_truck,monthid3,VMT,MAADT,10_100,10_110,10_2,10_3,10_5,10_6,10_87,10_90,10_98,25_100,25_110,25_2,25_3,25_5,25_6,25_87,25_90,25_98,40_100,40_110,40_2,40_3,40_5,40_6,40_87,40_90,40_98,50_100,50_110,50_2,50_3,50_5,50_6,50_87,50_90,50_98,60_100,60_110,60_2,60_3,60_5,60_6,60_87,60_90,60_98
8160,8169,2020-12-06 09:00:00,38.15,70.55727,38.02,70.798515,44.13,60.99614,2020,12,6,9,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,2.005479e-05,0.048867505,7.219725e-05,0.0005535122,0.00053546287,0.048867505,0.0003930739,0.0006959012,7.219725e-05,2.005479e-05,1.0,0.7897313763474547,1,2,12,10,4.0,15.0,15.0,13.0,120102.0,2708.8716420136725,72387.17282169587,0.0184698793261001,0.0153258843056391,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715323082738905,134.18733723958334,134.4604554020334,0.007329271077095,0.0044039768353756,0.8688920091673022,0.090680099196875,0.0016697542710943,0.0003174059451608,0.0163470026099549,118.30271288001,118.43617356270283,0.0751212192335342,0.0549221887646215,0.6009998634242953,1.5586616014724368,0.0139036351618109,0.0005913616075547,0.100770581732545,403.62063475332326,404.0959331900633,0.0737990007844591,0.0537715762843916,1.2564348853402298,0.898163073689154,0.0078483666203705,0.0008295730901105,0.0999145546312467,290.71849823024013,291.14048158720215,0.0610570071489342,0.0422168002715567,0.2880739877884173,1.1794027147622108,0.0096224833344449,0.0004600784630212,0.0487704525444496,515.6701941579278,516.0148906314877
8161,8170,2020-12-06 10:00:00,36.83,73.08606,36.83,73.08606,,,2020,12,6,10,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,2.005479e-05,0.06562729,6.216985e-05,0.000569556,0.00050136977,0.06562729,0.0004211506,0.0006497752,6.216985e-05,2.005479e-05,1.0,0.7897313763474547,1,2,12,11,4.0,16.0,16.0,16.0,120102.0,3614.470748874676,72387.17282169587,0.0162263887080674,0.0134493868633095,5.051233291625977,0.2596069971720378,0.0066778001685937,0.0003849033188695,0.2596548449752542,133.07766723632812,133.33722106871815,0.0068861898967998,0.0042486776044695,1.0590282209676385,0.1019747141497566,0.0020096603426364,0.0002962459554545,0.0181232640999998,123.93182101913897,124.06586013252524,0.0644726165329536,0.0511309833102304,0.577859223753932,1.8497925224613376,0.012301685297503,0.0004730897144751,0.0851310849769392,482.7395219615258,483.1445151642606,0.0588138711870789,0.0447024211103967,1.3120427435630633,0.9604390636805684,0.006340656844367,0.0006636591262612,0.0832454619432063,304.4973804251936,304.8362685480663,0.0578417822440267,0.0438544334479606,0.2608483416034786,1.3699577347863272,0.0076332577039504,0.0003680647806235,0.0418881369502554,612.5647971420937,612.8391956358698
8162,8171,2020-12-06 11:00:00,37.35,72.06853,37.31,72.1458,39.9,67.46265,2020,12,6,11,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,2.4065748e-05,0.07535387,7.019177e-05,0.0006317259,0.0004572492,0.07535387,0.0004873314,0.0006016437,7.019177e-05,2.4065748e-05,1.0,0.7897313763474547,1,2,12,12,4.0,15.0,15.0,14.0,120102.0,4142.54660607433,72387.17282169587,0.0169623797604192,0.01399231730223,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715418696122166,134.18733723958334,134.4604554020334,0.0068993222183094,0.0040236317831247,0.8688902500536123,0.0906800980699134,0.0016697527406402,0.0003174059451608,0.0163523101137319,118.30269655957908,118.43615721013238,0.0707388527965963,0.0531903039171644,0.5891038929575582,1.6522955022153196,0.0132397903938562,0.0005458714962502,0.0945858688830784,429.1290290668781,429.5762848289866,0.0670540167967553,0.0493403580681716,1.2599203570157436,0.9104280875214108,0.007273102804045,0.0007657598159551,0.0933224650393826,292.3571397323429,292.7472604341739,0.0595011658573781,0.0425497870474008,0.2773261164663114,1.2454283901747754,0.0088404392506578,0.0004246888201484,0.0458950623476264,548.1225769507874,548.4398797092972
8163,8172,2020-12-06 12:00:00,37.48,71.81856,37.48,71.81856,,,2020,12,6,12,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,1.8049312e-05,0.08182755,9.0246554e-05,0.00066180807,0.0003629917,0.08182755,0.0005134026,0.00051139714,9.0246554e-05,1.8049312e-05,1.0,0.7897313763474547,1,2,12,13,4.0,15.0,15.0,15.0,120102.0,4490.219114534029,72387.17282169587,0.0156764803299058,0.0128548172942827,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715529262010629,134.18733723958334,134.4604554020334,0.0065325852453554,0.0036992151917403,0.8688920091673022,0.0906800980659034,0.0016697542747434,0.0003174059451608,0.0163585543726961,118.30269655957908,118.43615724234856,0.0668135326190819,0.0516125365128366,0.5793336359072122,1.741096835809217,0.0126705647604304,0.0005068828591202,0.0893061757510708,453.4005769226872,453.8237924689835,0.0614842560680475,0.0457879552052715,1.2724331783759903,0.9244190693253548,0.0067764983784123,0.0007110638049662,0.087785660798732,294.87588476160323,295.2386210070894,0.0579212236553675,0.042647081944163,0.2678995115854891,1.302386347718581,0.0081702563605131,0.0003943549562767,0.0434646559595246,575.9307220758517,576.2245474958683
8164,8173,2020-12-06 13:00:00,37.74,71.323784,37.69,71.4184,40.61,66.28317,2020,12,6,13,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,1.6043832e-05,0.08376484,6.618081e-05,0.00056554505,0.00041312867,0.08376484,0.00044120537,0.00053746835,6.618081e-05,1.6043832e-05,1.0,0.7897313763474547,1,2,12,14,4.0,15.0,15.0,14.0,120102.0,4591.166466976516,72387.17282169587,0.0156764803299058,0.0128548172942827,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715529262010629,134.18733723958334,134.4604554020334,0.0065325852453554,0.0036992151917403,0.8688920091673022,0.0906800980659034,0.0016697542747434,0.0003174059451608,0.0163585543726961,118.30269655957908,118.43615724234856,0.070674790805822,0.0531336350784479,0.5891038879101262,1.6522944136420576,0.0132397903889271,0.0005458714962502,0.0945862145085622,429.1290290668781,429.5762848288831,0.0660230093867571,0.0484283118370313,1.2599199194646675,0.910428088986372,0.0072731023408172,0.0007657595098515,0.09332482935131,292.3571397323429,292.747260329554,0.0595011658573781,0.0425497870474008,0.2773261142629774,1.2454283880215171,0.0088404392506578,0.0004246888201484,0.0458950669206819,548.1225769507874,548.4398797092972
8165,8174,2020-12-06 14:00:00,36.45,73.848,36.45,73.848,,,2020,12,6,14,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,2.005479e-05,0.08102135,7.420272e-05,0.0005154081,0.00033290952,0.08102135,0.0004211506,0.00042716702,7.420272e-05,2.005479e-05,1.0,0.7897313763474547,1,2,12,15,4.0,16.0,16.0,16.0,120102.0,4436.271753811094,72387.17282169587,0.0139339891029521,0.0114214865946753,5.051233291625977,0.2596069971720378,0.0066778001685937,0.0003849033188695,0.2600658509569863,133.07766723632812,133.33722106871815,0.006149512079392,0.0035970019203156,1.0590281714179062,0.1019747141447733,0.0020096603426364,0.0002962459554545,0.0181429644380729,123.93182101913897,124.06586013252524,0.0643562449323405,0.0510280376431396,0.5778592236278841,1.8497914846118533,0.0123016851718674,0.0004730897144751,0.0851325049206017,482.7395219615258,483.1445151616223,0.0569998903558121,0.0430977279534003,1.3120428189219442,0.9604390636805684,0.006340656844367,0.0006636586786178,0.0832562069550971,304.4973804251936,304.83626840929685,0.0578417822440267,0.0438544334479606,0.2608483416034786,1.3699577347863272,0.0076332577017987,0.0003680647806235,0.0418881518419194,612.5647971420937,612.8391956358247
8166,8175,2020-12-06 15:00:00,37.59,71.6084,37.39,71.99143,43.42,61.99354,2020,12,6,15,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,1.8049312e-05,0.07592342,8.021916e-05,0.000431178,0.00023664652,0.07592342,0.000381041,0.0002867835,8.021916e-05,1.8049312e-05,1.0,0.7897313763474547,1,2,12,16,4.0,15.0,15.0,13.0,120102.0,4150.796102690434,72387.17282169587,0.01457964683262,0.0118845170072744,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2719822025683243,134.18733723958334,134.4604554020334,0.0062197640589137,0.0034224829388063,0.8688918348239492,0.0906800980659033,0.0016697542863361,0.0003174059451608,0.0163734148881438,118.30269655957908,118.436157242592,0.0749357057448007,0.0547580923750532,0.6010009519972308,1.5586616025864446,0.0139036350328317,0.0005913616075547,0.1007725669232012,403.62063475332326,404.0959331873547,0.0704849664843095,0.0508399159165284,1.2564348713816187,0.8981620402673204,0.0078483668833104,0.0008295730901105,0.0999305479564428,290.71849823024013,291.1404815927239,0.061057018568289,0.0422168116909115,0.2880741014329577,1.1794027147622108,0.0096224833356598,0.0004600784630212,0.0487704762359404,515.6701941579278,516.0148906315131
8167,8176,2020-12-06 16:00:00,36.92,72.9079,36.87,73.00677,39.01,69.001785,2020,12,6,16,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,2.2060269e-05,0.06887617,5.214245e-05,0.00029881636,0.00028076707,0.06887617,0.00026472323,0.0003148602,5.214245e-05,2.2060269e-05,1.0,0.7897313763474547,1,2,12,17,4.0,16.0,16.0,15.0,120102.0,3763.286715792303,72387.17282169587,0.0139339891029521,0.0114214865946753,5.051233291625977,0.2596069971720378,0.0066778001685937,0.0003849033188695,0.2600658509569863,133.07766723632812,133.33722106871815,0.006149512079392,0.0035970019203156,1.0590281714179062,0.1019747141447733,0.0020096603426364,0.0002962459554545,0.0181429644380729,123.93182101913897,124.06586013252524,0.0667607218508021,0.0515658705634777,0.5793336359072122,1.7410969623716024,0.0126705646360314,0.000506882727997,0.0893073346716487,453.4005769226872,453.82379242572296,0.0606405376256803,0.0450416649847612,1.2724331773861268,0.924419069402452,0.0067764972268953,0.0007110638049662,0.0877949269986812,294.8758847616033,295.2386209829076,0.0579212236553675,0.042647081944163,0.2678995115854891,1.302386347718581,0.0081702563615215,0.0003943549562767,0.0434646698883508,575.9307220758517,576.2245474958894
8168,8177,2020-12-06 17:00:00,39.56,68.04246,39.28,68.52748,47.28,56.93231,2020,12,6,17,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,1.4038353e-05,0.06026063,6.016437e-05,0.00028076707,0.00029480542,0.06026063,0.00022661913,0.00034895333,6.016437e-05,1.4038353e-05,1.0,0.7897313763474547,1,2,12,18,4.0,15.0,15.0,12.0,120102.0,3296.7564504951606,72387.17282169587,0.0156764803299058,0.0128548172942827,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715529262010629,134.18733723958334,134.4604554020334,0.0065325852453554,0.0036992151917403,0.8688920091673022,0.0906800980659034,0.0016697542747434,0.0003174059451608,0.0163585543726961,118.30269655957908,118.43615724234856,0.0823117429938782,0.059261586313652,0.643908269302803,1.5697151909356035,0.0152661578901334,0.0006451231250746,0.1079239748844941,411.02417029464544,411.5447477791114,0.0778950792992123,0.0561292908343884,1.3682355300172482,0.9547928936257456,0.0085373049086522,0.0009049902922017,0.109571915178821,310.0340671046377,310.4938974983019,0.07098683189606,0.0464148419642595,0.3010657309285302,1.180913570599334,0.0104851601481163,0.0005019058177839,0.0518173626883347,511.8145754665056,512.1903546331291
8169,8178,2020-12-06 18:00:00,38.08,70.686966,38.08,70.686966,40.78,66.00686,2020,12,6,18,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,2.005479e-05,0.05062631,5.0136976e-05,0.00020255338,0.00021859721,0.05062631,0.00016043831,0.00026071226,5.0136976e-05,2.005479e-05,1.0,0.7897313763474547,1,2,12,19,4.0,15.0,15.0,14.0,120102.0,2766.726998616095,72387.17282169587,0.0156764803299058,0.0128548172942827,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715529262010629,134.18733723958334,134.4604554020334,0.0065325852453554,0.0036992151917403,0.8688920091673022,0.0906800980659034,0.0016697542747434,0.0003174059451608,0.0163585543726961,118.30269655957908,118.43615724234856,0.070674790805822,0.0531336350784479,0.5891038879101262,1.6522944136420576,0.0132397903889271,0.0005458714962502,0.0945862145085622,429.1290290668781,429.5762848288831,0.0660230093867571,0.0484283118370313,1.2599199194646675,0.910428088986372,0.0072731023408172,0.0007657595098515,0.09332482935131,292.3571397323429,292.747260329554,0.0595011658573781,0.0425497870474008,0.2773261142629774,1.2454283880215171,0.0088404392506578,0.0004246888201484,0.0458950669206819,548.1225769507874,548.4398797092972
8170,8179,2020-12-06 19:00:00,36.82,73.10591,36.82,73.10591,,,2020,12,6,19,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,1.2032874e-05,0.045337863,5.615341e-05,0.00019653694,0.0002085698,0.045337863,0.00015442188,0.00025068488,5.615341e-05,1.2032874e-05,1.0,0.7897313763474547,1,2,12,20,4.0,16.0,16.0,16.0,120102.0,2479.5145052445887,72387.17282169587,0.0149892558110877,0.012354987222352,5.051233291625977,0.2596069971720378,0.0066778001685937,0.0003849033188695,0.2596653363968168,133.07766723632812,133.33722106871815,0.0064886261226692,0.0038969900820612,1.059028333694918,0.1019747141459497,0.0020096617529289,0.0002962459554545,0.0181290905227611,123.93182101913897,124.06586016214136,0.0644098140074582,0.0510754263428235,0.5778592222985298,1.8497914846102903,0.012301685297503,0.0004730897144751,0.0851314264760246,482.7395219615258,483.1445151642606,0.0578349247105854,0.0438364224303872,1.312042744552927,0.9604390636069756,0.0063406568412954,0.0006636591262612,0.0832475091891559,304.4973804251936,304.8362685480018,0.0578417822440267,0.0438544334479606,0.2608483416034786,1.3699577336059612,0.0076332577017987,0.0003680647806235,0.0418881397501825,612.5647971420937,612.8391956358247
8171,8180,2020-12-06 20:00:00,35.83,75.12586,35.83,75.12586,,,2020,12,6,20,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,2.005479e-05,0.036447573,5.414793e-05,0.00014840544,0.00018650954,0.036447573,0.00011832326,0.00021659172,5.414793e-05,2.005479e-05,1.0,0.7897313763474547,1,2,12,21,4.0,16.0,16.0,16.0,120102.0,1994.8566798635934,72387.17282169587,0.0149892558110877,0.012354987222352,5.051233291625977,0.2596069971720378,0.0066778001685937,0.0003849033188695,0.2596653363968168,133.07766723632812,133.33722106871815,0.0064886261226692,0.0038969900820612,1.059028333694918,0.1019747141459497,0.0020096617529289,0.0002962459554545,0.0181290905227611,123.93182101913897,124.06586016214136,0.0644098140074582,0.0510754263428235,0.5778592222985298,1.8497914846102903,0.012301685297503,0.0004730897144751,0.0851314264760246,482.7395219615258,483.1445151642606,0.0578349247105854,0.0438364224303872,1.312042744552927,0.9604390636069756,0.0063406568412954,0.0006636591262612,0.0832475091891559,304.4973804251936,304.8362685480018,0.0578417822440267,0.0438544334479606,0.2608483416034786,1.3699577336059612,0.0076332577017987,0.0003680647806235,0.0418881397501825,612.5647971420937,612.8391956358247
8172,8181,2020-12-06 21:00:00,38.58,69.77086,38.48,69.95217,41.41,65.00265,2020,12,6,21,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,1.6043832e-05,0.030609626,5.414793e-05,0.00015041092,0.00021659172,0.030609626,0.00012032874,0.0002466739,5.414793e-05,1.6043832e-05,1.0,0.7897313763474547,1,2,12,22,4.0,15.0,15.0,14.0,120102.0,1680.3993135572055,72387.17282169587,0.0169623797604192,0.01399231730223,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715418696122166,134.18733723958334,134.4604554020334,0.0068993222183094,0.0040236317831247,0.8688902500536123,0.0906800980699134,0.0016697527406402,0.0003174059451608,0.0163523101137319,118.30269655957908,118.43615721013238,0.0707388527965963,0.0531903039171644,0.5891038929575582,1.6522955022153196,0.0132397903938562,0.0005458714962502,0.0945858688830784,429.1290290668781,429.5762848289866,0.0670540167967553,0.0493403580681716,1.2599203570157436,0.9104280875214108,0.007273102804045,0.0007657598159551,0.0933224650393826,292.3571397323429,292.7472604341739,0.0595011658573781,0.0425497870474008,0.2773261164663114,1.2454283901747754,0.0088404392506578,0.0004246888201484,0.0458950623476264,548.1225769507874,548.4398797092972
8173,8182,2020-12-06 22:00:00,38.19,70.48336,38.19,70.48336,41.41,65.00265,2020,12,6,22,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,1.0027395e-05,0.023823084,2.2060269e-05,0.00015442188,0.00023664652,0.023823084,0.00013637258,0.00025469583,2.2060269e-05,1.0027395e-05,1.0,0.7897313763474547,1,2,12,23,4.0,15.0,15.0,14.0,120102.0,1312.3202192461451,72387.17282169587,0.0169623797604192,0.01399231730223,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715418696122166,134.18733723958334,134.4604554020334,0.0068993222183094,0.0040236317831247,0.8688902500536123,0.0906800980699134,0.0016697527406402,0.0003174059451608,0.0163523101137319,118.30269655957908,118.43615721013238,0.0707388527965963,0.0531903039171644,0.5891038929575582,1.6522955022153196,0.0132397903938562,0.0005458714962502,0.0945858688830784,429.1290290668781,429.5762848289866,0.0670540167967553,0.0493403580681716,1.2599203570157436,0.9104280875214108,0.007273102804045,0.0007657598159551,0.0933224650393826,292.3571397323429,292.7472604341739,0.0595011658573781,0.0425497870474008,0.2773261164663114,1.2454283901747754,0.0088404392506578,0.0004246888201484,0.0458950623476264,548.1225769507874,548.4398797092972
8174,8183,2020-12-06 23:00:00,38.98,69.05489,38.98,69.05489,,,2020,12,6,23,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,6.016437e-06,0.017979119,2.2060269e-05,0.00011832326,0.00025269034,0.017979119,0.000102279424,0.00026873418,2.2060269e-05,6.016437e-06,1.0,0.7897313763474547,1,2,12,24,4.0,15.0,15.0,15.0,120102.0,994.7148011563282,72387.17282169587,0.0169623797604192,0.01399231730223,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715418696122166,134.18733723958334,134.4604554020334,0.0068993222183094,0.0040236317831247,0.8688902500536123,0.0906800980699134,0.0016697527406402,0.0003174059451608,0.0163523101137319,118.30269655957908,118.43615721013238,0.0668756963330431,0.0516674862278103,0.5793336359072122,1.7410969634346618,0.0126705647604304,0.0005068828591202,0.0893058136276864,453.4005769226872,453.8237924689836,0.0624731805155987,0.0466628605484561,1.2724331788236338,0.9244190693253548,0.0067764976257513,0.0007110638049662,0.0877834740345192,294.8758847616033,295.2386209912836,0.0579212236553675,0.042647081944163,0.2678995115854891,1.302386347718581,0.0081702563605492,0.0003943549562767,0.0434646538590452,575.9307220758517,576.2245474958689
8175,8184,2020-12-07 00:00:00,37.65,71.49428,37.65,71.49428,,,2020,12,7,0,1,WD,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,1.15890525e-05,0.0072199795,2.7684959e-05,0.00025495916,0.00026719202,0.0072199795,0.00019958924,0.00032256194,2.7684959e-05,1.15890525e-05,1.0,1.107034201081481,1,5,12,1,4.0,15.0,15.0,15.0,120102.0,590.3846421969768,101471.3083882291,0.0169623797604192,0.01399231730223,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715418696122166,134.18733723958334,134.4604554020334,0.0068993222183094,0.0040236317831247,0.8688902500536123,0.0906800980699134,0.0016697527406402,0.0003174059451608,0.0163523101137319,118.30269655957908,118.43615721013238,0.0668756963330431,0.0516674862278103,0.5793336359072122,1.7410969634346618,0.0126705647604304,0.0005068828591202,0.0893058136276864,453.4005769226872,453.8237924689836,0.0624731805155987,0.0466628605484561,1.2724331788236338,0.9244190693253548,0.0067764976257513,0.0007110638049662,0.0877834740345192,294.8758847616033,295.2386209912836,0.0579212236553675,0.042647081944163,0.2678995115854891,1.302386347718581,0.0081702563605492,0.0003943549562767,0.0434646538590452,575.9307220758517,576.2245474958689
8176,8185,2020-12-07 01:00:00,42.0,64.089516,41.75,64.47328,42.73,62.99461,2020,12,7,1,1,WD,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,5.15069e-06,0.0038585106,4.2493193e-05,0.00032900032,0.00034702773,0.0038585106,0.0002807126,0.00039531544,4.2493193e-05,5.15069e-06,1.0,1.107034201081481,1,5,12,2,4.0,14.0,14.0,14.0,120102.0,347.65574823465374,101471.3083882291,0.0177959831198677,0.0145027926773763,5.325666745503743,0.2818646629651387,0.0070652663707733,0.0004441199901824,0.2816129740094766,131.47266642252603,131.7587142132688,0.0075065839800327,0.0040660316471327,0.7766650108313048,0.0815785016421773,0.0014168487929964,0.000341821286448,0.0152996254709035,114.25750365648145,114.39322207993324,0.0707388527965963,0.0531903039171644,0.5891038929575582,1.6522955022153196,0.0132397903938562,0.0005458714962502,0.0945858688830784,429.1290290668781,429.5762848289866,0.0670540167967553,0.0493403580681716,1.2599203570157436,0.9104280875214108,0.007273102804045,0.0007657598159551,0.0933224650393826,292.3571397323429,292.7472604341739,0.0595011658573781,0.0425497870474008,0.2773261164663114,1.2454283901747754,0.0088404392506578,0.0004246888201484,0.0458950623476264,548.1225769507874,548.4398797092972
8177,8186,2020-12-07 02:00:00,40.76,66.039246,39.3,68.49261,48.07,55.996662,2020,12,7,2,1,WD,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,5.15069e-06,0.0027466053,3.605483e-05,0.000334151,0.00030839755,0.0027466053,0.00024594544,0.0003966031,3.605483e-05,5.15069e-06,1.0,1.107034201081481,1,5,12,3,4.0,14.0,15.0,12.0,120102.0,260.26552357605533,101471.3083882291,0.0169623797604192,0.01399231730223,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715418696122166,134.18733723958334,134.4604554020334,0.0068993222183094,0.0040236317831247,0.8688902500536123,0.0906800980699134,0.0016697527406402,0.0003174059451608,0.0163523101137319,118.30269655957908,118.43615721013238,0.082371841309516,0.0593146521642263,0.6439083013752259,1.5697162805728813,0.0152661578901334,0.0006451231250746,0.107923569644298,411.02417029464544,411.5447477791114,0.0790940772376372,0.0571899384739061,1.3682355300172482,0.9547928936257456,0.0085373058808833,0.0009049896305419,0.1095690940102623,310.0340671046376,310.4938973136041,0.07098683189606,0.0464148419638969,0.3010657309285302,1.180913570599334,0.0104851720054975,0.0005019058177839,0.0518173572854202,511.8145754665056,512.1903548821341
8178,8187,2020-12-07 03:00:00,39.49,68.16307,39.28,68.52748,41.41,65.00265,2020,12,7,3,1,WD,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,3.2191813e-06,0.002874085,3.927401e-05,0.0002453016,0.00043780863,0.002874085,0.00018284949,0.00050026074,3.927401e-05,3.2191813e-06,1.0,1.107034201081481,1,5,12,4,4.0,15.0,15.0,14.0,120102.0,273.1127288572478,101471.3083882291,0.0169623797604192,0.01399231730223,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715418696122166,134.18733723958334,134.4604554020334,0.0068993222183094,0.0040236317831247,0.8688902500536123,0.0906800980699134,0.0016697527406402,0.0003174059451608,0.0163523101137319,118.30269655957908,118.43615721013238,0.0707388527965963,0.0531903039171644,0.5891038929575582,1.6522955022153196,0.0132397903938562,0.0005458714962502,0.0945858688830784,429.1290290668781,429.5762848289866,0.0670540167967553,0.0493403580681716,1.2599203570157436,0.9104280875214108,0.007273102804045,0.0007657598159551,0.0933224650393826,292.3571397323429,292.7472604341739,0.0595011658573781,0.0425497870474008,0.2773261164663114,1.2454283901747754,0.0088404392506578,0.0004246888201484,0.0458950623476264,548.1225769507874,548.4398797092972
