tmc,date,hour,road,direction,state,county,start_latitude,start_longitude,end_latitude,end_longitude,tmc_length,road_order,f_system,thrulanes,MAADT,aadt,aadt_singl,aadt_combi,travel_time_all,travel_time_pass,travel_time_truck,speed_all,speed_pass,speed_truck,PCT_NOISE_AUTO,PCT_NOISE_MED_TRUCK,PCT_NOISE_HVY_TRUCK,PCT_NOISE_BUS,PCT_NOISE_MC
129+04132,2020-06-12,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,40.49,40.39,40.82,66.479614,66.64421,65.94218,0.04561736,0.0012522739,0.0027678136,0.000101206795,6.0852188e-05
129+04132,2020-06-12,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,40.02,39.84,41.49,67.26036,67.56425,64.87731,0.050655924,0.0014271439,0.002888237,0.00011786108,7.238208e-05
129+04132,2020-06-12,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,41.72,41.85,41.8,64.519646,64.31923,64.396164,0.055404954,0.0014521254,0.0027396295,0.00013579646,6.661713e-05
129+04132,2020-06-12,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,40.34,40.34,41.42,66.726814,66.726814,64.98695,0.060803507,0.0013835866,0.0025615569,0.00010633119,0.000105050094
129+04132,2020-06-12,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,41.18,41.07,42.76,65.3657,65.54077,62.950413,0.07017218,0.0013996003,0.0023360834,0.000105050094,9.544185e-05
129+04132,2020-06-12,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,54.75,54.75,56.08,49.16456,49.16456,47.998566,0.083960645,0.0012477901,0.0021317482,8.0709215e-05,0.00010312844
129+04132,2020-06-12,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,42.31,42.25,42.82,63.619938,63.710285,62.862206,0.08123447,0.0009819621,0.0015469267,9.0958005e-05,9.9925695e-05
129+04132,2020-06-12,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,40.79,40.64,44.22,65.99068,66.234245,60.871994,0.07161726,0.00076033204,0.0010908556,7.238208e-05,8.006867e-05
129+04132,2020-06-12,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,38.79,38.79,41.41,69.393135,69.393135,65.00265,0.065501295,0.00060019473,0.0007347101,7.1741524e-05,7.494427e-05
129+04132,2020-06-12,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,38.32,38.32,,70.24425,70.24425,,0.04990648,0.00038753235,0.00051628274,3.843296e-05,6.661713e-05
129+04132,2020-06-12,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,36.86,36.78,40.18,73.02657,73.18542,66.99252,0.039667938,0.00028376337,0.00049322296,4.4197903e-05,6.0211638e-05
129+04132,2020-06-12,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,37.13,36.82,41.35,72.495544,73.10591,65.09697,0.029969381,0.00019152425,0.00041699762,3.0746367e-05,5.5087243e-05
129+04132,2020-06-12,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,38.11,38.11,,70.63132,70.63132,,0.023173794,0.000149248,0.0003503805,2.1138128e-05,4.0354607e-05
129+04132,2020-06-12,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,40.73,40.55,44.13,66.08788,66.38125,60.99614,0.019210074,0.00013579646,0.00046503881,3.1386917e-05,4.4197903e-05
129+04132,2020-06-12,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,40.05,39.96,42.06,67.20998,67.36135,63.99809,0.016308386,0.0001479669,0.00046824157,2.2419226e-05,2.882472e-05
129+04132,2020-06-13,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,39.84,39.69,42.73,67.56425,67.819595,62.99461,0.013450685,0.00017249672,0.00020699606,2.2323105e-05,5.4793076e-05
129+04132,2020-06-13,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,40.68,40.68,,66.16911,66.16911,,0.0077522052,0.00015423236,0.00022323105,3.0440597e-05,2.6381851e-05
129+04132,2020-06-13,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,40.68,39.65,42.27,66.16911,67.88801,63.68014,0.005183019,0.00022526042,0.00024352477,3.855809e-05,2.4352477e-05
129+04132,2020-06-13,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,38.58,38.41,39.58,69.77086,70.07966,68.00807,0.0039998945,0.00023540728,0.00027599474,3.6528716e-05,2.8411225e-05
129+04132,2020-06-13,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,39.58,39.22,42.06,68.00807,68.63232,63.99809,0.004775115,0.00012582114,0.00035919904,4.667558e-05,1.0146866e-05
129+04132,2020-06-13,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,41.47,41.55,39.02,64.9086,64.78362,68.9841,0.010694796,0.00018061421,0.00042819773,2.8411225e-05,2.8411225e-05
129+04132,2020-06-13,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,39.69,39.64,40.37,67.819595,67.905136,66.67722,0.021085188,0.00035919904,0.00057837134,2.4352477e-05,5.682245e-05
129+04132,2020-06-13,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,38.79,38.73,44.13,69.393135,69.50063,60.99614,0.03561144,0.00042616835,0.00060069445,4.464621e-05,9.132179e-05
129+04132,2020-06-13,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,40.75,40.65,43.42,66.05545,66.21795,61.99354,0.04276295,0.00042008024,0.00063925254,5.885182e-05,0.00012785051
129+04132,2020-06-13,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,39.72,39.62,42.08,67.76837,67.939415,63.96767,0.05558047,0.0003490522,0.00077319116,4.2616837e-05,0.0001582911
129+04132,2020-06-13,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,40.27,40.27,,66.842804,66.842804,,0.07134058,0.0004322565,0.00071230996,5.682245e-05,0.00014002675
129+04132,2020-06-13,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,45.91,45.91,,58.631226,58.631226,,0.080728464,0.0004383446,0.00062301755,3.6528716e-05,0.0001136449
129+04132,2020-06-13,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,41.23,41.14,46.75,65.28643,65.42925,57.577747,0.082948595,0.00044443272,0.00056213635,5.4793076e-05,0.00014002675
129+04132,2020-06-13,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,39.33,39.17,44.23,68.44037,68.719925,60.85823,0.08153615,0.00035108154,0.0004992258,4.0587463e-05,9.132179e-05
129+04132,2020-06-13,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,38.9,38.9,,69.19691,69.19691,,0.07703095,0.00041805085,0.0004545796,3.855809e-05,9.740991e-05
129+04132,2020-06-13,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,38.92,38.62,57.27,69.16135,69.69859,47.001217,0.07061001,0.00031252345,0.0003632578,2.6381851e-05,0.0001136449
129+04132,2020-06-13,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,38.73,37.82,43.54,69.50063,71.17291,61.82268,0.06017497,0.0002414954,0.00033484658,4.464621e-05,6.291057e-05
129+04132,2020-06-13,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,37.23,36.99,44.13,72.30082,72.76993,60.99614,0.054468375,0.00018670232,0.00032064095,3.4499342e-05,6.0881193e-05
129+04132,2020-06-13,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,37.09,36.96,39.64,72.57373,72.828995,67.905136,0.0479135,0.00015220299,0.0002638185,4.464621e-05,6.696931e-05
129+04132,2020-06-13,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,36.82,36.61,41.1,73.10591,73.52525,65.492935,0.0442241,0.00014611486,0.00025164228,3.246997e-05,5.073433e-05
129+04132,2020-06-13,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,37.71,37.56,43.42,71.38052,71.66559,61.99354,0.036662657,0.00015423236,0.0002272898,2.8411225e-05,3.855809e-05
129+04132,2020-06-13,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,38.82,38.82,,69.33951,69.33951,,0.029959636,9.943928e-05,0.00021105481,2.2323105e-05,2.4352477e-05
129+04132,2020-06-13,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,36.6,36.6,,73.54534,73.54534,,0.024360595,0.00010349803,0.00025975975,1.6234984e-05,4.464621e-05
129+04132,2020-06-13,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,38.74,38.74,,69.4827,69.4827,,0.018621529,0.00012582114,0.0002962885,2.4352477e-05,3.4499342e-05
129+04132,2020-06-14,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,39.83,39.83,,67.58121,67.58121,,0.013450685,0.00017249672,0.00020699606,2.2323105e-05,5.4793076e-05
129+04132,2020-06-14,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,44.86,44.86,,60.00356,60.00356,,0.0077522052,0.00015423236,0.00022323105,3.0440597e-05,2.6381851e-05
129+04132,2020-06-14,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,43.13,39.01,44.5,62.410378,69.001785,60.48898,0.005183019,0.00022526042,0.00024352477,3.855809e-05,2.4352477e-05
129+04132,2020-06-14,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,39.58,39.58,,68.00807,68.00807,,0.0039998945,0.00023540728,0.00027599474,3.6528716e-05,2.8411225e-05
129+04132,2020-06-14,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,40.13,38.7,42.39,67.076,69.55451,63.499874,0.004775115,0.00012582114,0.00035919904,4.667558e-05,1.0146866e-05
129+04132,2020-06-14,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,39.17,38.55,40.18,68.719925,69.82515,66.99252,0.010694796,0.00018061421,0.00042819773,2.8411225e-05,2.8411225e-05
129+04132,2020-06-14,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,40.48,40.48,,66.49604,66.49604,,0.021085188,0.00035919904,0.00057837134,2.4352477e-05,5.682245e-05
129+04132,2020-06-14,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,36.39,36.13,41.12,73.969765,74.50207,65.46108,0.03561144,0.00042616835,0.00060069445,4.464621e-05,9.132179e-05
129+04132,2020-06-14,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,37.29,36.88,42.77,72.18449,72.98698,62.93569,0.04276295,0.00042008024,0.00063925254,5.885182e-05,0.00012785051
129+04132,2020-06-14,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,36.04,35.7,42.06,74.68811,75.39943,63.99809,0.05558047,0.0003490522,0.00077319116,4.2616837e-05,0.0001582911
129+04132,2020-06-14,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,37.07,36.99,39.99,72.612885,72.76993,67.310814,0.07134058,0.0004322565,0.00071230996,5.682245e-05,0.00014002675
129+04132,2020-06-14,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,38.42,38.37,40.78,70.06142,70.15271,66.00686,0.080728464,0.0004383446,0.00062301755,3.6528716e-05,0.0001136449
129+04132,2020-06-14,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,37.72,37.62,42.77,71.3616,71.55129,62.93569,0.082948595,0.00044443272,0.00056213635,5.4793076e-05,0.00014002675
129+04132,2020-06-14,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,36.82,36.82,,73.10591,73.10591,,0.08153615,0.00035108154,0.0004992258,4.0587463e-05,9.132179e-05
129+04132,2020-06-14,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,39.17,39.03,42.07,68.719925,68.96642,63.982876,0.07703095,0.00041805085,0.0004545796,3.855809e-05,9.740991e-05
129+04132,2020-06-14,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,38.99,38.89,44.86,69.03718,69.2147,60.00356,0.07061001,0.00031252345,0.0003632578,2.6381851e-05,0.0001136449
129+04132,2020-06-14,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,36.96,36.52,40.62,72.828995,73.70645,66.26685,0.06017497,0.0002414954,0.00033484658,4.464621e-05,6.291057e-05
129+04132,2020-06-14,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,36.11,36.11,,74.54333,74.54333,,0.054468375,0.00018670232,0.00032064095,3.4499342e-05,6.0881193e-05
129+04132,2020-06-14,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,36.95,36.95,,72.8487,72.8487,,0.0479135,0.00015220299,0.0002638185,4.464621e-05,6.696931e-05
129+04132,2020-06-14,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,37.43,37.22,44.88,71.9145,72.320244,59.976818,0.0442241,0.00014611486,0.00025164228,3.246997e-05,5.073433e-05
129+04132,2020-06-14,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,35.69,35.69,,75.420555,75.420555,,0.036662657,0.00015423236,0.0002272898,2.8411225e-05,3.855809e-05
129+04132,2020-06-14,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,36.63,36.63,,73.48511,73.48511,,0.029959636,9.943928e-05,0.00021105481,2.2323105e-05,2.4352477e-05
129+04132,2020-06-14,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,38.71,38.24,41.5,69.536545,70.391205,64.86168,0.024360595,0.00010349803,0.00025975975,1.6234984e-05,4.464621e-05
129+04132,2020-06-14,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,80473.63811570342,91660.5,4803,6097,38.28,38.28,,70.31765,70.31765,,0.018621529,0.00012582114,0.0002962885,2.4352477e-05,3.4499342e-05
129+04132,2020-06-15,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,38.57,37.77,42.73,69.78895,71.267136,62.99461,0.0077109328,0.00013387481,0.00034589664,1.2170437e-05,1.857593e-05
129+04132,2020-06-15,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,40.8,40.34,42.22,65.9745,66.726814,63.755558,0.004086705,0.00019408645,0.0004246842,1.4732635e-05,1.3451536e-05
129+04132,2020-06-15,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,39.85,39.85,,67.547295,67.547295,,0.002882472,0.00028120115,0.00050411234,2.946527e-05,1.2170437e-05
129+04132,2020-06-15,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,40.14,40.36,37.91,67.05928,66.69375,71.003944,0.0031630327,0.0003074637,0.0005483102,4.0995157e-05,1.4732635e-05
129+04132,2020-06-15,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,40.83,40.58,40.4,65.926025,66.33218,66.627716,0.006610469,0.00028888776,0.00084296294,4.4197903e-05,9.60824e-06
129+04132,2020-06-15,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,39.89,39.76,40.94,67.47956,67.70019,65.74889,0.021435983,0.00045607114,0.0014399549,5.6368342e-05,3.2027467e-05
129+04132,2020-06-15,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,40.11,40.01,41.28,67.109436,67.27717,65.20735,0.040226497,0.00080068666,0.0017237182,5.9571088e-05,5.1243947e-05
129+04132,2020-06-15,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,41.18,41.09,41.89,65.3657,65.50887,64.257805,0.051717952,0.00091854774,0.0020875502,0.000105050094,5.764944e-05
129+04132,2020-06-15,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,40.11,40.01,42.09,67.109436,67.27717,63.952473,0.04780676,0.001193984,0.0024936586,0.000111455585,5.3806143e-05
129+04132,2020-06-15,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,39.57,39.53,40.5,68.02526,68.09409,66.4632,0.04561736,0.0012522739,0.0027678136,0.000101206795,6.0852188e-05
129+04132,2020-06-15,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,41.52,41.58,41.15,64.83044,64.736885,65.41335,0.050655924,0.0014271439,0.002888237,0.00011786108,7.238208e-05
129+04132,2020-06-15,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,51.32,51.09,65.43,52.4505,52.686623,41.139534,0.055404954,0.0014521254,0.0027396295,0.00013579646,6.661713e-05
129+04132,2020-06-15,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,40.31,39.97,43.34,66.776474,67.3445,62.107975,0.060803507,0.0013835866,0.0025615569,0.00010633119,0.000105050094
129+04132,2020-06-15,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,40.19,40.14,41.2,66.97585,67.05928,65.33397,0.07017218,0.0013996003,0.0023360834,0.000105050094,9.544185e-05
129+04132,2020-06-15,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,40.61,40.56,42.87,66.28317,66.36488,62.788887,0.083960645,0.0012477901,0.0021317482,8.0709215e-05,0.00010312844
129+04132,2020-06-15,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,40.69,40.63,41.86,66.152855,66.25054,64.30386,0.08123447,0.0009819621,0.0015469267,9.0958005e-05,9.9925695e-05
129+04132,2020-06-15,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,39.43,38.87,45.63,68.26679,69.25031,58.991005,0.07161726,0.00076033204,0.0010908556,7.238208e-05,8.006867e-05
129+04132,2020-06-15,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,39.29,39.04,50.61,68.51004,68.94876,53.186317,0.065501295,0.00060019473,0.0007347101,7.1741524e-05,7.494427e-05
129+04132,2020-06-15,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,39.79,39.95,42.06,67.64915,67.37821,63.99809,0.04990648,0.00038753235,0.00051628274,3.843296e-05,6.661713e-05
129+04132,2020-06-15,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,39.45,39.45,38.45,68.232185,68.232185,70.00675,0.039667938,0.00028376337,0.00049322296,4.4197903e-05,6.0211638e-05
129+04132,2020-06-15,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,38.76,38.67,39.9,69.44684,69.608475,67.46265,0.029969381,0.00019152425,0.00041699762,3.0746367e-05,5.5087243e-05
129+04132,2020-06-15,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,40.12,40.12,,67.09271,67.09271,,0.023173794,0.000149248,0.0003503805,2.1138128e-05,4.0354607e-05
129+04132,2020-06-15,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,40.96,41.06,40.18,65.71679,65.55674,66.99252,0.019210074,0.00013579646,0.00046503881,3.1386917e-05,4.4197903e-05
129+04132,2020-06-15,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,39.8,39.8,,67.63215,67.63215,,0.016308386,0.0001479669,0.00046824157,2.2419226e-05,2.882472e-05
129+04132,2020-06-16,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,40.24,40.77,39.93,66.89263,66.02305,67.411964,0.0077109328,0.00013387481,0.00034589664,1.2170437e-05,1.857593e-05
129+04132,2020-06-16,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,41.07,40.54,42.14,65.54077,66.39762,63.87659,0.004086705,0.00019408645,0.0004246842,1.4732635e-05,1.3451536e-05
129+04132,2020-06-16,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,42.3,42.39,39.58,63.63498,63.499874,68.00807,0.002882472,0.00028120115,0.00050411234,2.946527e-05,1.2170437e-05
129+04132,2020-06-16,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,40.51,40.36,43.14,66.44679,66.69375,62.395912,0.0031630327,0.0003074637,0.0005483102,4.0995157e-05,1.4732635e-05
129+04132,2020-06-16,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,39.95,39.21,42.83,67.37821,68.649826,62.847527,0.006610469,0.00028888776,0.00084296294,4.4197903e-05,9.60824e-06
129+04132,2020-06-16,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,40.01,40.07,40.2,67.27717,67.17643,66.95919,0.021435983,0.00045607114,0.0014399549,5.6368342e-05,3.2027467e-05
129+04132,2020-06-16,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,41.1,41.1,39.78,65.492935,65.492935,67.66615,0.040226497,0.00080068666,0.0017237182,5.9571088e-05,5.1243947e-05
129+04132,2020-06-16,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,40.28,40.33,39.62,66.82621,66.743355,67.939415,0.051717952,0.00091854774,0.0020875502,0.000105050094,5.764944e-05
129+04132,2020-06-16,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,41.08,41.08,41.25,65.52482,65.52482,65.254776,0.04780676,0.001193984,0.0024936586,0.000111455585,5.3806143e-05
129+04132,2020-06-16,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,97127.85839777642,91660.5,4803,6097,40.72,40.43,42.57,66.10412,66.57827,63.231373,0.04561736,0.0012522739,0.0027678136,0.000101206795,6.0852188e-05
